filename,label,top right x,top right y,bottom right x,bottom right y,bottom left x,bottom left y,top left x,top left y,type,label_len
BqO86RqJKtLW9c=fV9VBtC53SuGWRPw,2FV262013A,879.46075,449.2333,880.58673,504.95596,482.07327,514.92285,480.9474,459.20023,train,10
sn449QMUk47=BnsBIHslZfvm9obK3q,2FV974022A,822.336,477.26074,822.81256,526.48334,409.7352,531.4334,409.25867,482.21085,train,10
UKgw4DV_NozEB1v8_jfLL5zNDFqoY5RV,3LP32203,749.83954,437.53824,750.46686,481.87103,492.8214,486.38348,492.1941,442.0507,train,8
WZeieSU1Oo3qSoEpOViqr=wXjn7nUKxQ,2FT84502,722.17224,429.65878,722.7021,469.35986,491.30966,473.18234,490.77982,433.48126,train,8
prytBIZ4sT7etEKKNwH2L9UthyXP4JJs,3LK342021H,871.63885,489.69174,871.8838,560.8104,394.243,562.8464,393.99808,491.72766,train,10
mmnDfgvCJjE3PjyDdexo=ZrKqVjh6Q,3LM074044X,714.53186,425.21207,715.4775,472.55615,375.97525,480.94922,375.02966,433.60513,train,10
sxE7_fND6WLoh2Iyx2fJqtnLkpNY8oMN,3LS834022Y,736.1067,423.89902,736.8219,478.0085,371.17358,483.99094,370.4584,429.88144,train,10
g99mDVfyzbTzNysyVSv_srvyPZiutf,1W7734062T,860.84326,481.9751,861.5999,535.5189,466.8905,542.42334,466.13385,488.87946,train,10
VsmiKmKtEj5oYnqkDEVuw6=N_d=WDox,3L5445022F,757.91754,458.76288,757.91754,517.52576,323.8969,517.52576,323.8969,458.76288,train,10
YKBIoZLzy32DGkGnL7skpwEFngmhMQ,2FT781022F,785.36804,429.18332,785.9764,478.27432,408.1765,484.06876,407.56818,434.97775,train,10
YBc_5oGUFLWbyzpkJ29a3u5spEm7Uf,3LK864013H,722.1539,426.75314,723.204,476.28198,344.9149,486.2096,343.86478,436.68073,train,10
_rwayY1HJluRreRZ5L85aGxc5Zz92,2FW566022Y,778.4539,444.1363,779.11725,498.76407,380.4928,504.7558,379.8294,450.12805,train,10
_FdLXoFGQ=lWr9fZDmGPoUmq_tcM=aFO,2FV84402,777.6965,484.26294,778.464,531.07916,494.37753,536.8444,493.61,490.0282,train,8
SPrIXN1ZhQd12ZqOFItDY6rB67HuZ4,2FS061012F,783.8464,432.44055,784.4931,481.3687,406.59543,487.55148,405.94864,438.62332,train,10
wzvaXO=meUccm7EdGYIdf5ILaPay39Bo,1W5986012F,799.2169,422.7613,800.15424,469.43112,465.16064,477.7582,464.22336,431.08838,train,10
BO_WkCflRV3E5k3e=j=aOMRWge6FYIJ,3LK942021H,785.3938,432.8131,785.8921,486.02777,432.75705,490.12027,432.2588,436.9056,train,10
wfoX8EzaQR9t3oQ9S6T6rKZEnZED_SH,3LM23603,727.0756,439.21506,727.3577,483.60266,475.34485,485.58496,475.06277,441.19736,train,8
bwKX1lEwTk1oTpYSTFRwgfCoLVnfic6,2FX363012A,845.40216,429.68857,846.19275,481.43283,448.19733,488.95908,447.4068,437.2148,train,10
pQaaIc9m9CMJDYrxFtsUce7kyyILrLs,3LP264032A,816.24585,448.892,817.39124,499.43918,449.77783,509.74994,448.63242,459.20273,train,10
zeqbYhEvxDR=DC6MJ6QjMzTslO6bePmo,3LK654032F,819.24805,421.005,819.9318,467.72818,486.7464,473.7642,486.0626,427.041,train,10
8aB5gwbRr7fG=m6tyY55NSwKl8B8dd74,3LQ79203,673.38916,455.05554,673.7257,506.08463,378.84897,508.49182,378.51242,457.46274,train,8
vt5vW5tql3d_GcqtwE9hzDSFVlTd6bo,3LQ07203,726.86554,455.6966,727.30084,508.85583,410.88385,512.06256,410.44858,458.90332,train,8
z=zTciw6g8bf2vi5YEVm8nCjelcH54jg,2FQ573041F,845.40686,420.45657,846.4923,476.29257,510.06418,484.3877,508.97873,428.55173,train,10
t=Ly8IZZo4rv4_cqWeiSq4hd9HdPwSZ3,2F806101,682.1792,433.0137,682.6892,471.02692,448.16745,474.92133,447.6574,436.9081,train,8
VdrVvXIG7BJ8ed6y4V8utzpYRxTsC8,3LK383023A,789.9931,421.81586,790.9985,473.26605,449.7484,481.5195,448.74304,430.0693,train,10
vnena8q4uHC9SZqLPUP=QGXpRulNSEI,3J7122013Y,737.65155,429.20956,738.16754,479.72696,361.9686,484.4834,361.4526,433.966,train,10
d_pltF_OVfWsGTndIM=lECcHLNsF=gG,1W4094021Y,788.3918,414.28925,788.9776,475.9687,468.17633,479.7395,467.5906,418.06006,train,10
KUIXlyHBVmp4PYFPVgdKii9stN6pi,2FX38401,676.0487,437.16833,676.40814,483.15668,415.80627,485.67783,415.44687,439.6895,train,8
=4BfZYu31Mr11Im5y86ryQ2pro6VG,1W4162011A,815.7055,425.375,815.8277,490.31027,449.99252,491.16266,449.87033,426.2274,train,10
t6n4rfGHuLbBFI4h1jCeh3nUndSb1xVX,6SU538042A,790.01294,429.3313,790.4871,477.33652,451.23727,481.4841,450.7631,433.4789,train,10
3tGLNDcdGJIqXWaVxH8OKsFkTfWaBa,1W874301,691.4316,470.46603,691.92377,512.2799,434.43912,516.0308,433.94696,474.21698,train,8
3OTTePOSPEbr=ObxpsDokLYz_MRFP,3LU762022Y,887.0198,457.1478,887.64044,519.4056,445.083,524.86523,444.46243,462.60748,train,10
t3iY1EIXcFxm=IP12JDbDJX5q6eCELC,3LM36402,626.5962,419.82538,627.5342,459.5276,394.3285,466.34705,393.3905,426.64484,train,8
U7oLz3lJl1Sul1Nswp_71UgJZVDIYJZV,3LT035022A,722.20074,433.4213,723.0475,483.14337,363.39005,490.72446,362.5433,441.00232,train,10
y3kSqHEcQpZmWuFL9YRxuD9cgePp3=q,2FV66402,740.6599,451.91217,741.17633,491.6883,502.06714,495.53064,501.55075,455.75452,train,8
OLuJFd4pTRUB_TMcQTdZuY1e7U2wpnQ,3LM532044K,840.7099,422.75906,841.8354,471.0023,497.66455,480.94138,496.53903,432.69815,train,10
TwLjrQXghPTeveDzDq_zLJrT4MEN2hsV,1W3926011T,822.3558,424.33868,822.8376,487.40607,454.88528,490.88617,454.40347,427.8188,train,10
oF1vVhPiZy6p86uznbcwQVw7wQS49OC,3LK422011T,786.9304,437.7572,787.4435,483.43597,412.78018,488.64426,412.26718,442.96548,train,10
kkkHjepqb1EEmBfz8bH3DYG7gs_QazGL,3LT261033X,763.8327,415.58014,764.3065,464.30774,428.00226,468.35568,427.52844,419.62805,train,10
82Eav_w87ITx3xs=36M9m=awxcJBqCNh,1W6572022H,772.3236,419.55157,773.01465,464.31815,426.58356,470.93756,425.89252,426.17096,train,10
Q5_5NlnjLCl2iX2Qst8dm=oBSggHShp,2FY491031F,994.569,457.80878,995.85596,529.3974,554.7608,539.2123,553.4739,467.62363,train,10
MQ8gGpCMxL2RqFBhH6jTGRfmt4_TZEQU,2FT691032A,806.8691,422.6618,807.9827,471.1376,470.9506,480.72134,469.83694,432.24554,train,10
QXxD_GOyIsa5vKF7_IPXGcs7cuCaGNVd,2FW566034F,712.99396,442.0123,713.74316,492.02765,335.88083,499.03387,335.1316,449.01852,train,10
N7I4zXjqwVKLzB76JpCZl3Rx7v26OkP,3LQ231031H,894.5579,470.58963,895.56366,539.96155,429.9601,548.31665,428.95438,478.94476,train,10
zMobB_p198GGiI6cLh=dE6Qs3ploPh,3LH343042K,811.57153,454.9491,812.1131,505.42633,461.95215,510.07715,461.4105,459.59988,train,10
I4TuDBmdZpUXidug=amYL_VxbBijrp,2FU581031L,708.4102,433.0628,708.94977,494.97903,352.707,498.82156,352.16745,436.90536,train,10
hd34qzok2_8TVdP9wvVndCX8ooRte4ZX,2FD614012A,777.64355,448.0723,778.8058,500.26297,440.34906,509.59186,439.1868,457.40118,train,10
MTjjjChBIy9v33P8VyvwxIdHqzHJhaF,3LG533022A,776.1469,458.21246,776.79456,505.7333,428.25977,511.61224,427.61215,464.0914,train,10
5FX6XgsVVefIUrK43=xJfgmD1a6gh5p,3LM67101,686.9261,424.07666,687.69916,465.4515,458.81595,470.74515,458.04285,429.3703,train,8
NKzC54FMrxeCn_Sq1YVMXdjHt72mo7_a,3LT25501,636.05884,436.99753,636.766,479.23825,392.74768,484.29437,392.0406,442.05365,train,8
wsaaxT97UCd8NFK51bJ_O5vB22B29BaK,5L4298021A,820.8118,429.2184,821.2689,475.49164,472.7971,479.75195,472.34,433.47876,train,10
JgYUazQXaFphq3P_KM3r7iHniPvdjWV,3LK412031F,798.6613,418.99152,798.88544,482.93564,439.50485,484.49484,439.28076,420.55072,train,10
=leH8IQn7HaWJHnYgnrCcohDl6BViarv,2FW36305,731.5777,482.79614,731.8659,528.1188,453.82965,530.30676,453.54144,484.98413,train,8
pzYlDWHqWazKsPWd_sSHYWjh=gUbab,3LQ722013A,757.6336,453.3805,758.6721,506.29156,360.3966,515.96796,359.35806,463.0569,train,10
FYbDu4qhapxd_7PHR4CHhIpKxLTOsjch,1W798303,805.3883,451.31317,806.0076,492.58063,566.7481,497.02512,566.1288,455.75766,train,8
FQgfT3OE7HhR4tzZEM6fZaJpFCoW,3LQ854012F,729.89465,432.9749,730.81506,488.2825,321.8755,496.70563,320.95514,441.39807,train,10
Fy5=bY15Qu75dIDg4RB=PhV6jBUYxCSg,3LM59102,649.8723,442.87173,650.2439,485.45157,409.65274,488.05035,409.28116,445.4705,train,8
9swUfMFsxS_kI6C=DxFvZRDaJwXRp8Xr,2FU055033Y,711.4532,417.73193,712.04517,462.63174,368.23755,468.24243,367.64554,423.34262,train,10
DmSQaDLDM1Rq46KTxHxtwmqZs9vHcd2G,3LR15603,726.75494,453.48694,727.35333,500.1986,455.61252,504.50693,455.01416,457.79526,train,8
iaamsx3zm4R_gJtweLWUZGLXEMcpKm4Y,3LL61101,625.099,440.42487,625.808,483.02133,374.1572,488.2059,373.4482,445.6094,train,8
Ntn54kR1HZLff6jiSyMj3RKYZUDPqCE,2FT935023Y,706.8429,420.33813,707.6063,471.29562,368.10498,477.59085,367.34158,426.63336,train,10
ZMTXo4tqln2y61xmyxV3E6UpE5pO_ltB,2G0484012A,857.7246,493.59555,858.38983,553.3984,432.5927,559.26044,431.92755,499.45764,train,10
8pi6R3w8BEjc6UV5xGFZ1xJRurJ2RWj8,2FV534012A,810.0121,445.66553,810.8591,491.708,482.08258,499.19443,481.2356,453.15195,train,10
92f3_Q3iPx=rTosjbqVzEKZHvKd8Bp27,3LP641022Y,809.8955,440.83936,810.8,501.99283,368.326,510.09308,367.42154,448.9396,train,10
Tsv3=xgNuUJ2JNr9XVczXmxJQ7=beRlm,1W7403052T,830.03204,442.36804,830.9593,488.27753,506.91556,496.37872,505.98825,450.46927,train,10
yKuHhl2nKQJ=VVu2H1tiJwO3qDgzV,2FT18102,685.1716,429.6127,685.92145,472.16095,451.3277,477.2787,450.57782,434.7304,train,8
2komFSwUhSGs7t4a=pWH6XIGBXwNV9tY,3LP802042F,782.2627,427.98596,783.0227,478.00684,406.3603,485.09055,405.60025,435.06967,train,10
1nGByoN1JY5TEDeQbT6LNMZWBTvDFHB,2FW28402,725.18085,466.6794,726.02246,509.85962,468.2005,516.0796,467.3589,472.89935,train,8
_mVkfBT4KXPPUhPKVS4RWmXjfZBKCT_s,2G0411013A,755.0622,478.65283,756.8177,542.7647,319.0356,557.6027,317.2801,493.49088,train,10
_=FiT84j5dmJxvNr2VkoKoFu_OJ5QX,2FS222022A,765.3643,420.42963,766.13556,472.19458,429.7167,478.3982,428.9455,426.63324,train,10
ZxbVQdqFJlfQsTHMSRzf1tSqgIXn133c,2G1952013A,834.15015,472.87964,835.1898,536.69104,373.77783,545.9965,372.73816,482.18512,train,10
pSXFJ3nECypvPyNazkhky8LpdLsnVrd4,3LN62302,794.5566,444.665,795.11975,484.7579,566.75,488.7278,566.1869,448.63495,train,8
Ew2GUIMaxcNzkZm3sudBZIk4DupE8hay,3LT016011A,830.001,422.81046,830.9533,484.2654,452.8098,491.51895,451.85745,430.064,train,10
UMdOPh9uDE6zQLZpeOwX_gqStYZJR,2G008201,696.1551,434.57538,696.8456,481.65128,415.7514,486.7546,415.0609,439.67868,train,8
IX6mcnJli6MQgl1sXztwHLm7YTiJJXVO,3LU06404,810.0006,511.28403,810.5721,562.4323,489.73645,566.8694,489.16495,515.72107,train,8
EKGbYbqfPyOaDhRv4ov1q6HHH2bFaX,3LM53101,746.8958,429.21683,747.10815,471.16537,515.299,472.6179,515.08673,430.66937,train,8
ciefp_sbNQjC6bPEjyFUG5eLRMc2W5yk,2FC196031A,715.9753,423.15118,717.41394,482.90674,369.67847,493.26944,368.23978,433.51392,train,10
nD=PBOhpK5SkdpRnItJgB8wioYpxmys9,3JN851014,910.13995,430.04666,910.13995,496.86667,491.25998,496.86667,491.25998,430.04666,train,9
5ajejZMdqQVaBz41iM23LG3eqfnmdUH,2FP001012F,785.3669,419.59885,786.1691,465.11072,455.94687,472.3156,455.14462,426.80374,train,10
KBiOqLWJoIlorSJQysySg52Bu1yo4ow,3LU063033T,914.9474,506.5904,916.11566,567.81647,452.99893,578.7542,451.83066,517.52814,train,10
PJ5=zd9I4WC5alN52LQbLr3=GHJLGNk_,2FU563033F,720.5687,427.1755,721.87115,481.41248,333.8701,492.94495,332.56772,438.70798,train,10
o=BEsGg_V6QPEuu4wui6hVpiT_R=I7DG,3LT782032F,835.99506,455.4984,837.4874,513.95996,409.85382,527.4717,408.36154,469.01016,train,10
8vRQyUEDa7kmIRWNTed3etHJ1e2sunmB,2FW904012Y,850.0113,448.89328,850.8134,508.84793,400.31897,516.30853,399.5168,456.35388,train,10
1GF9Yv=lE2_maZF_ZRKnMwe3lkTWj,3LQ712023X,766.90765,462.53424,767.27277,515.3281,358.82968,518.82367,358.46463,466.02982,train,10
Pa3ltM1GnKHhWg5WskUcu_yhw5t96il,1W7053034A,819.2491,433.09976,819.99115,483.1065,432.59985,490.22202,431.85776,440.21524,train,10
XiQ47ZTN6obDhF_RzxIh7G6HzMpNwz4,2FV523053A,856.1781,476.6399,857.29,532.2432,454.38458,542.2154,453.27274,486.61203,train,10
=Z2PaPsO_D6TcdyRFaypfdibVa1eiR,3LS81603,646.8,457.45996,646.8,502.00662,374.22,502.00662,374.22,457.45996,train,8
6tnKr2eoWyEnheNLBDhmgdfqSuzqVzL,2FW774012A,720.68286,432.12027,721.2784,481.43832,338.58963,487.15817,337.99405,437.84012,train,10
mrvaya1Zt9UeDJcMSuxrfxncRTBmW,3LM276022A,767.89374,428.64395,768.4754,474.98602,400.45715,480.70294,399.8755,434.36087,train,10
KgTtxRD2pzm8JH2vtkRy5Bw7BTLnqx5Y,3LM126032F,739.19995,424.90668,739.19995,474.59335,406.56,474.59335,406.56,424.90668,train,10
r=auT8aawhTxkVCnxRUPIj3fKUk9Ge=U,1WA204013A,822.0865,458.9554,823.70184,531.0962,349.36908,544.2433,347.75366,472.1025,train,10
ynZ4_9Ki3auN4flbDmP_jXF4XhSqSZd,3LQ443012A,804.98865,440.3333,805.5954,498.9494,407.48666,504.0502,406.8799,445.4341,train,10
1trIS_l3bV2z2o=YxciM5msWNLDUaX3K,2G1173012A,883.38165,459.8133,884.9,515.1723,491.67282,528.52185,490.15442,473.16284,train,10
cHeJqcRSxMHrmI1v5Q7vIEx5=MYzMXjM,3LU26304,615.8721,480.48932,616.4098,524.1657,340.1347,528.37604,339.59695,484.69965,train,8
zO9J4m1uwcIdlIpVxSknnr3Y8Ee_5WU6,3LN431022A,849.95734,418.96085,850.92816,466.00504,491.41882,475.18848,490.44797,428.1443,train,10
EyjaZz=lUo7noIj793FowMX7UBrsKP1F,2FQ646021A,830.0501,427.49933,830.63684,477.10974,479.15222,482.2552,478.56552,432.64474,train,10
B5YxpQLhLcc=hhKmK19pJjTHS7at8Ns,3LR79503,785.356,449.4507,786.05804,495.1409,514.38666,500.30756,513.68463,454.6174,train,8
lvoxpqf1NSMd4m4mRS4ZUPtYaqtdETR,3LP902032N,778.172,448.6725,779.1403,503.77,374.2854,512.5772,373.31708,457.47968,train,10
Rvv6WslI_QrUOw27kTINNozELWQBgG,1W893601,762.2915,478.27945,762.59985,531.13116,446.1293,533.4167,445.82092,480.565,train,8
g9RPSCntW6pZedVQrgRP5csHDW4oWWb9,2G1406032F,828.2539,474.7092,829.0124,539.2673,365.01392,546.0153,364.2554,481.45724,train,10
47ENs1fYQRNMpEP2wy8nWZIla2wiDpvC,2FY82103,809.6957,471.9754,811.18616,527.8046,463.64066,539.2896,462.15015,483.4604,train,8
CsfMlHoQt43XfinFg83zIitQIyjb45a9,3LS086012X,762.24695,431.96475,763.0345,479.71838,397.32446,487.1842,396.53687,439.43057,train,10
2iBveXs89nEh7gd862oJjtnpeO5ttdh,1W8153012T,834.6172,467.46378,835.5444,522.1953,460.56253,530.05756,459.63544,475.32605,train,10
nvlX2jw4yzbnN9NngeL6UdYUwXo=iS,3LM373022F,719.17413,427.6823,719.6053,475.65085,352.67535,479.7332,352.2442,431.76465,train,10
qtLzix8V_Nrna4VBIgGZaLoXGGde4kJM,2FX60301,765.2807,433.08133,765.8065,477.1576,506.67484,480.98383,506.14905,436.90756,train,8
WXOyajjvB5ZrpxJPvEO9IVkHmmezhHJ,2G146503,744.1108,441.49673,744.6737,485.878,491.2797,489.85638,490.71674,445.47516,train,8
hqVEzePEHUXXGDEbfqGfLhy_R9vXDz9,2FU953013F,700.6723,423.5102,701.64044,472.38016,358.83817,480.78577,357.87003,431.91583,train,10
gDQ=5j8ZI_MzJVCZewlNvWNTVuEgUvDv,1W7043012A,811.5545,426.22415,812.1416,474.87198,443.42645,480.37997,442.8394,431.73215,train,10
LbZJR9kjijW6DzK61SKJ46FokHIgenV,2FD613043K,802.3382,451.95834,802.5896,502.3193,466.62338,504.3958,466.3719,454.03485,train,10
Z837Eu8v8ESKvIkQDqOCMEBw4tgbufMf,1W7704043A,848.5303,465.13916,849.0453,512.69275,460.4641,517.9013,459.94913,470.34775,train,10
wGOlixEch5UVXaXzljc2fi5GHWRFk2M,3LM522012F,788.47,429.1866,789.0191,476.65118,419.07828,481.9494,418.52905,434.48483,train,10
NPzyghUYxmnBclKo9NomT8Hymqlu2_4P,2FT771032F,774.6035,416.97427,775.2754,460.87433,429.83264,467.41833,429.1608,423.51828,train,10
aH_ULCL2BOq6BdygdWwJKGO7y9POfOw,3LS012012F,843.8676,474.83188,844.92316,539.17316,343.7202,549.35114,342.66464,485.00983,train,10
ivYByRcnKfgEpE_ZKpX6zFTkVW=Qft,2FR772022K,806.9422,425.48663,807.68494,472.93835,466.44543,479.5494,465.7027,432.0977,train,10
2OZPhVpY8fqxv1Eul=sXkN9SCwmB1lzM,3LN85304,734.5012,457.70135,735.402,500.77573,486.84827,507.2094,485.94754,464.13504,train,8
JZ1CT111uO96hluf5wVseKtKjma4s9Dg,3LP87403,774.543,478.17865,775.4325,523.24756,500.54443,529.9628,499.65497,484.89395,train,8
kn5fzGPFF1LwdB4K_RhqRW7i6aMxd=m,3LP56304,789.72473,497.87952,790.97205,551.53296,477.92438,560.54034,476.6771,506.88687,train,8
DXi8FP3ZtSvVZOoi7OxQcEE4Xherg,2FS79402,731.39923,427.74707,732.15045,469.20395,485.13382,474.74445,484.38263,433.2876,train,8
n=4Ju1XbRw=jy7hu5L4GyqVhokHycU7,1W509203,720.5497,436.12656,721.59094,480.73407,472.3231,487.9362,471.28183,443.32874,train,8
2rVeK=vPQQeOSzSJUD3XpEEPb8L7HZ,1W5811022F,776.1325,424.9384,776.9055,472.2419,438.94528,479.0783,438.17227,431.77478,train,10
zReX6qNzvYVIRH1Wd5ThqXbknffDzuE,3LV552011A,725.24255,424.37915,726.031,484.03064,386.78348,489.5811,385.99503,429.9296,train,10
ofl1RlBYJpYtQ33fg9wcRc1cBpI=phKu,1W7293044T,813.1039,441.0183,813.82605,486.8134,497.4669,492.98825,496.74472,447.19318,train,10
_WgRWp7pi4REU1Rfd8P4KKUhk3vYYKn,3LV574013A,908.57086,472.92734,909.78467,542.34106,435.89575,552.5984,434.68192,483.18463,train,10
jQhTz9x26WcDkwqkZgKkmv=tOj=DE6TG,3LS723021F,871.60596,437.0233,873.1076,507.1894,488.28912,517.383,486.78748,447.21686,train,10
jP3H9wD4SwlbW5KfJquphhmzfk_97Id5,2FW074031X,869.83344,471.89288,870.78973,527.4172,466.5715,536.03424,465.6152,480.50995,train,10
nHM=KXzbLcibIkHSZV3bCKVGowD8EC_,1W3623013A,760.02496,421.84967,760.7743,469.55008,426.6298,476.04733,425.8805,428.34692,train,10
jm_xqWyaMrtb6SGxEF8vOcbyocRLKN2l,6SP850073T,862.3806,433.46783,862.91956,481.43945,518.64667,486.22705,518.1077,438.2554,train,10
nj5euJE9kgIx27_VDcFr4fcc4yMhZkK,3LQ08201,817.51526,458.89685,818.4479,513.84283,494.52252,520.64825,493.5899,465.7023,train,8
wvxamTmU6ktr5jaGhkci4Tmo4UO2IQj,5KZ312061A,1015.6495,548.4536,1015.6495,649.48456,355.85568,649.48456,355.85568,548.4536,train,10
3Qkt1SzvsJcmmZRT1w9SM2enetjwoR,1W729406,763.6454,454.68384,764.5009,496.19034,520.5637,502.41394,519.7082,460.90744,train,8
6M9usnCwWOnyq1IIlDwysw8QtDDRfH5,2FR21V304R,751.2019,432.72183,752.28357,476.0452,473.1601,484.67136,472.07843,441.348,train,10
ZbBgzY3nW8H6UD5QTr7zegvokcWW9=i,3LW51602,779.2281,432.06726,779.6032,476.30292,529.76764,478.9252,529.3925,434.68954,train,8
t=xKW_JpGS1oeUFyIobd_5h5C9TsjNYg,3LV032011F,846.88116,465.69476,848.2112,526.92,402.37143,538.90784,401.0414,477.68265,train,10
3YTmIcki7DHjmpGu6PTxLBQecFVqvJf,3LT732041F,806.6518,444.97867,808.158,502.75757,400.8819,515.8991,399.3757,458.12024,train,10
ljEgNvlfHrOuDHznJrTF4E=nV9jRsE,2FW753013A,702.22675,427.35333,702.8654,474.54916,354.3283,480.3875,353.6896,433.19168,train,10
TT7vwO1RpPF57MqPkk9XUetNvZkXEbn,2FY82203,771.30896,462.0108,772.30664,516.3952,443.8151,523.8537,442.81744,469.4693,train,8
kXiNzNOXFbiBt5LPvTbJmYJxFJop9hWE,1W717201,694.6466,428.4702,695.1253,469.81674,465.1026,473.1131,464.62387,431.76657,train,8
KOVrlGgBq_FmoiJRDEVLkCmP_=rXsKr,2FM631011T,766.68555,419.30573,767.70935,473.6959,419.27383,481.81424,418.25003,427.42407,train,10
vEuMeS4MqGtWP6fV5n1psQRfa5TzrLwY,2G0401022A,742.57806,466.94568,743.21625,523.48694,349.63315,528.98553,348.995,472.44424,train,10
fGVgkIGUTC5FkhjXRXjsMEuZ3dBzcoU8,2FP001013F,962.1491,519.2643,964.8055,596.1415,359.63736,622.02423,356.981,545.1471,train,10
ImPZ=fg_XL2GHCf_o6ErcVzbUw_9HT,3LN634072L,1039.4575,570.10474,1040.8975,642.88617,462.18646,657.0588,460.7465,584.27734,train,10
pUVqRJCCjbOeC5UGBrdgtyu8wnY8PQR,3LP684042A,705.30914,456.58765,705.89703,504.10944,362.05057,509.37442,361.4627,461.85263,train,10
t5kocP8eiCMekobVNtYLZvYv7o8f3iS,2FY104033K,974.6629,535.239,976.7142,617.05444,337.549,636.8895,335.4978,555.0741,train,10
ofMCJ21aFT6aXqUKTetxZ9B9likcQZR,2FS966012A,823.88306,426.95236,824.4893,476.2978,451.01782,481.97748,450.41156,432.63208,train,10
pg4_2VP5Dk8bz6O=js4hOW3kGkgDfLc,1W6052042H,736.1002,442.85803,736.5033,495.9514,351.00092,499.57394,350.59784,446.48056,train,10
_m5_kxHUjtMkZJRIsO9JYc2mdC3COt,1W4652012F,810.03174,420.72556,810.52966,466.02005,465.15952,470.72073,464.66153,425.42624,train,10
kwB6XQRseu76nzsiwGLGGPMbkrbaj,3LL453022A,714.5403,438.45837,715.05,486.5803,335.48892,491.5562,334.97925,443.4343,train,10
yEE2j=UNP2eoUMglUaux=1SQBR5iVh1W,3LS694013F,865.4485,431.8538,866.34894,478.46533,506.83472,487.06177,505.93427,440.45023,train,10
dpDdlp9YHipoiBatRT6fw2heOFbcTa,3LL051032F,780.7576,426.84598,781.52856,478.0061,403.1749,485.06357,402.40393,433.90344,train,10
Q18UnRKqzeU4OmUCTrCK=4eiIHcqhZ9,3LK482013A,789.3265,425.35898,789.89325,478.49478,434.31683,483.1895,433.75006,430.0537,train,10
bn1SKOtq=Q=7jpf9kEWeauJjwQMV1Y,2FV603032A,713.8883,454.37845,714.5002,498.88004,354.31186,505.01065,353.69992,460.50906,train,10
EiuT2Rnid5jxvZZlVahIlarR9xCEEssK,2FY631011F,771.5251,427.30798,772.21246,474.5812,422.09744,480.8828,421.41006,433.6096,train,10
t173oHvuixXFyXNPFOqUdBHXysSqifH=,3LR79501,757.8035,442.27185,758.5097,486.9942,506.7172,491.91513,506.01102,447.19278,train,8
7_bM8zNclmHwTBd1FhV2ZH_FwuLZ=iH5,2FU744022F,743.7119,423.20877,744.75934,472.8555,372.3288,482.58102,371.2814,432.93433,train,10
6O=3396l7BB7ryqtNnKBM4_vmUQB1vX,3LV552013A,779.0458,433.1998,780.0907,489.99396,392.83658,498.813,391.79163,442.01883,train,10
XmcGxD56EemdOGP5na5BT_ycN3lUeQ_,2FX374022F,766.9079,430.795,767.56946,483.05334,377.33273,489.16827,376.6712,436.90994,train,10
mmaqP1JSdJ6gv3UHrI=q8jUzUdPSm,3LT036033A,919.2578,453.55005,921.09235,512.22046,489.98862,528.90515,488.15408,470.23477,train,10
1c9l7D71n2_qOwcEdcuZZ1srHqPgFs5s,3LV28301,746.7463,456.4502,747.403,504.6721,444.99963,509.76974,444.3429,461.54785,train,8
Qy4uHY7r=5k2obt4YuTi4owWOoC,3LU064043X,851.5514,504.50284,852.4844,563.66986,401.9973,572.4627,401.06433,513.2957,train,10
Tg7e9DVoSzdXLw7_HVonKRhcEpPbzDgS,2FU683032F,773.0478,428.54092,774.1042,477.99292,415.8491,487.4655,414.7927,438.01352,train,10
9hW1h5wXrtaJYRWLl58Kw9XTcUOPaP,1W6434032A,816.1881,418.28012,816.54004,462.5967,474.33295,465.96054,473.98105,421.64392,train,10
g7LCl6Ex1XL5u2XVE6hZ5Rw_c8==aWg,3LN336042A,817.72186,417.9853,818.17755,462.59445,469.61737,467.00162,469.16168,422.39243,train,10
pntMdKTd8e9l1yVbkSfhfuzWwkYQSj,3LK902012A,726.1017,439.2196,726.64484,490.42438,334.0131,495.57944,333.46997,444.37466,train,10
LQPKGrlOCEQ=sUYvDcyGXZG8wNxpbbCp,1W5101012F,761.5936,416.568,762.50366,462.86395,418.94852,471.22314,418.03845,424.9272,train,10
QQk_xsTqPS3JP6vWOrXehWKh8dDWDBO7,1W608601,642.1677,440.58545,642.52875,483.1564,397.32736,485.73007,396.96634,443.1591,train,8
H9IjFR7RCRe8wv_SrhN92QpMiqROKdjZ,3LF893041A,842.2027,456.01376,843.58124,507.26013,483.80673,519.2394,482.4282,467.99298,train,10
=oZJSJdoMd_7RXf8JK2LXVDD7Yj97,3LT934062T,839.2694,454.18216,840.27106,505.40982,482.15356,514.07623,481.15195,462.84857,train,10
erL8emeedHZPnZLN=RTpSg3W57VOvDG,1W642303,714.41235,421.7444,715.2411,462.45038,478.9864,468.40384,478.15762,427.69785,train,8
ePYdJlSrUzvBEWXGw5PW2m=Mc855saDb,2FX041022F,800.76575,446.65903,801.585,500.2785,400.437,507.8658,399.61774,454.24637,train,10
gl3VNt12s7uZBGL1Z1_QX5Okip7XhrW,2FU081033A,803.86456,420.45227,804.5968,469.32587,471.27948,475.50647,470.54724,426.6329,train,10
UydPhgC1C8uEYnBRGnZ92KTinuFkNQl,2FV272012A,825.43866,455.40567,825.6721,512.82825,417.34366,514.88385,417.11014,457.46127,train,10
